hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone_number,credit_card
Resort Hotel,0,12,2015,August,35,24,2,5,2,0.0,1,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,174.14,0,1,Check-Out,2015-08-31,Kenneth Lee,KLee@xfinity.com,557-890-1271,************8119
Resort Hotel,0,0,2015,August,36,30,1,0,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,183.0,1,0,Check-Out,2015-08-31,Jessica Villanueva,Jessica.Villanueva@zoho.com,188-174-7241,************8687
Resort Hotel,0,1,2015,August,36,31,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Group,134.0,0,1,Check-Out,2015-09-01,Hailey Finley,Hailey.F@verizon.com,905-298-6151,************1210
Resort Hotel,0,0,2015,August,36,30,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,123.0,1,0,Check-Out,2015-09-01,Benjamin Smith,Smith_Benjamin46@att.com,949-530-2766,************5387
Resort Hotel,0,0,2016,October,45,30,1,0,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,0,A,A,0,No Deposit,,,0,Transient,70.0,0,3,Check-Out,2016-10-31,Kristina Brown,Brown.Kristina@gmail.com,987-218-8310,************3274
Resort Hotel,0,1,2015,August,35,29,2,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,142.5,0,1,Check-Out,2015-09-02,Eric Anthony,EricAnthony@comcast.net,921-355-5093,************2546
Resort Hotel,0,67,2015,August,35,23,4,6,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,137.65,0,1,Check-Out,2015-09-02,Caitlyn Romero,Romero.Caitlyn@yahoo.com,621-516-9706,************9499
Resort Hotel,0,67,2015,August,35,23,4,6,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,137.65,0,1,Check-Out,2015-09-02,Gary Avila,Gary.A@comcast.net,467-289-0305,************3472
Resort Hotel,0,65,2015,August,35,29,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,93.4,0,0,Check-Out,2015-09-03,Mrs. Mary Ortiz,Mrs.Ortiz@xfinity.com,853-108-9827,************1886
Resort Hotel,0,94,2015,August,35,29,2,3,1,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,106.21,0,1,Check-Out,2015-09-03,Cynthia Cox,Cynthia.C@xfinity.com,347-618-5679,************7593
Resort Hotel,0,94,2015,August,35,29,2,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,123.12,0,1,Check-Out,2015-09-03,Christina Palmer,Palmer.Christina@xfinity.com,300-885-3952,************3756
Resort Hotel,0,154,2015,September,36,3,0,3,2,0.0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,,268.0,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06,William Ward,William.W@aol.com,188-925-5650,************2428
Resort Hotel,0,205,2015,September,36,4,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient-Party,74.5,0,1,Check-Out,2015-09-06,Michael Martinez,MichaelMartinez@verizon.com,822-825-3350,************2152
Resort Hotel,0,154,2015,September,36,3,0,3,2,0.0,0,BB,ESP,Corporate,Direct,0,0,0,A,A,0,No Deposit,,268.0,0,Transient-Party,88.2,0,0,Check-Out,2015-09-06,Daniel Pittman,Pittman.Daniel@att.com,112-529-2318,************2132
Resort Hotel,0,205,2015,September,36,4,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,66.0,0,1,Check-Out,2015-09-06,Jodi Farley,Jodi_F@outlook.com,836-491-1174,************8378
Resort Hotel,0,4,2015,September,36,4,0,2,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient-Party,66.0,0,1,Check-Out,2015-09-06,Blake Ryan,Blake.R49@aol.com,852-483-8558,************2564
Resort Hotel,0,0,2015,September,36,5,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,G,0,No Deposit,,,0,Transient,172.0,1,0,Check-Out,2015-09-06,Michael Pham,Michael_Pham22@yandex.com,968-339-0921,************9131
Resort Hotel,0,0,2015,September,37,6,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,,,0,Transient,0.0,0,2,Check-Out,2015-09-07,Shawn Gonzalez,Shawn.Gonzalez@hotmail.com,304-038-5350,************2593
Resort Hotel,0,0,2015,September,37,6,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,131.0,1,0,Check-Out,2015-09-07,Michelle Lang,Michelle_L@outlook.com,125-437-0753,************3088
Resort Hotel,0,167,2015,September,36,1,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,73.8,0,0,Check-Out,2015-09-08,Justin Smith,JustinSmith75@mail.com,392-082-4403,************2465
Resort Hotel,0,0,2015,September,37,7,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,131.0,1,0,Check-Out,2015-09-09,Sabrina Murphy,Murphy_Sabrina@comcast.net,850-497-0298,************1326
Resort Hotel,0,66,2015,August,35,29,4,7,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,129.58,0,0,Check-Out,2015-09-09,Michelle Peterson,Michelle.P@outlook.com,461-556-0449,************7017
Resort Hotel,0,15,2015,September,36,4,2,4,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,E,2,No Deposit,,,0,Transient,85.0,1,2,Check-Out,2015-09-10,Tracey Zavala,Tracey_Z@yahoo.com,481-328-1903,************6241
Resort Hotel,0,1,2015,September,37,9,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,195.0,0,Transient-Party,134.0,0,0,Check-Out,2015-09-10,Crystal Smith,Crystal_Smith@outlook.com,839-578-8881,************6601
Resort Hotel,0,1,2015,September,37,9,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,195.0,0,Transient-Party,134.0,0,0,Check-Out,2015-09-10,Destiny Harris,Harris.Destiny@hotmail.com,314-690-5007,************2535
Resort Hotel,0,0,2016,March,14,28,1,0,1,0.0,0,BB,PRT,Corporate,Direct,1,0,1,A,D,0,No Deposit,,195.0,0,Transient,42.0,0,0,Check-Out,2016-03-29,Dr. Taylor Combs PhD,Dr._P92@outlook.com,773-024-1253,************5246
Resort Hotel,0,0,2016,April,17,18,1,0,1,0.0,0,BB,PRT,Corporate,Direct,1,0,2,A,D,0,No Deposit,,195.0,0,Transient,42.0,0,0,Check-Out,2016-04-19,Tammy Casey,Tammy.Casey@att.com,658-645-1346,************7035
Resort Hotel,0,4,2016,November,48,23,0,1,1,0.0,0,BB,PRT,Corporate,Direct,1,0,3,A,D,0,No Deposit,,195.0,0,Transient,35.0,0,0,Check-Out,2016-11-24,Steven Davidson,Steven.D33@gmail.com,948-297-7553,************1552
Resort Hotel,0,1,2015,September,37,7,1,2,2,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,131.0,0,0,Check-Out,2015-09-10,Dustin Lewis,Dustin.Lewis48@comcast.net,335-097-4547,************2778
Resort Hotel,0,0,2015,September,37,6,2,4,1,0.0,0,HB,GBR,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,146.0,0,0,Check-Out,2015-09-12,Vincent Williamson,Williamson.Vincent99@aol.com,130-290-7379,************7083
Resort Hotel,0,1,2015,September,37,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,131.0,0,0,Check-Out,2015-09-12,Kaylee Mclaughlin,Kaylee_Mclaughlin@yandex.com,358-065-3490,************7765
Resort Hotel,0,4,2015,September,37,7,1,4,2,0.0,1,FB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,189.0,0,1,Check-Out,2015-09-12,Marcus Bowen,Bowen_Marcus@hotmail.com,622-074-0043,************6596
Resort Hotel,0,2,2015,September,37,10,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,131.0,0,0,Check-Out,2015-09-13,Michael Hancock,Michael_H@outlook.com,307-364-8446,************2517
Resort Hotel,0,13,2015,September,37,11,1,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,98.0,0,2,Check-Out,2015-09-14,Joseph Brown,JosephBrown@aol.com,737-236-1528,************7746
Resort Hotel,0,17,2016,December,53,31,2,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,A,4,No Deposit,,,0,Transient,39.0,0,2,Check-Out,2017-01-03,Adrienne Lane,Adrienne_Lane36@att.com,825-664-1063,************6742
Resort Hotel,0,187,2015,September,37,8,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,69.7,1,0,Check-Out,2015-09-14,Casey Medina,Medina_Casey@zoho.com,487-803-3116,************8385
Resort Hotel,0,26,2015,September,36,1,4,10,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,113.0,1,1,Check-Out,2015-09-15,Rachel Howard,Rachel_Howard@verizon.com,310-115-6693,************4522
Resort Hotel,0,55,2015,September,38,14,1,1,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,G,0,No Deposit,,,0,Transient,98.0,0,1,Check-Out,2015-09-16,Michael Ruiz,Michael.R@att.com,876-967-1819,************4920
Resort Hotel,0,1,2015,September,38,16,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,72.0,0,Transient,75.0,0,0,Check-Out,2015-09-17,John Blackwell,John.B51@comcast.net,486-639-1934,************9467
Resort Hotel,0,1,2015,September,38,16,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,72.0,0,Transient,75.0,0,0,Check-Out,2015-09-17,Riley Allen,Riley_Allen@protonmail.com,840-203-9385,************9008
Resort Hotel,0,0,2015,September,38,16,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,83.0,0,1,Check-Out,2015-09-17,Spencer Mcintyre,Mcintyre_Spencer@yandex.com,864-053-4703,************4344
Resort Hotel,0,12,2015,September,38,14,1,2,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,A,H,0,No Deposit,,,0,Transient,117.0,0,1,Check-Out,2015-09-17,Mikayla Le,Le_Mikayla53@comcast.net,417-246-8683,************6874
Resort Hotel,0,14,2015,September,38,16,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,,86.0,0,Transient,51.5,0,0,Check-Out,2015-09-18,Kristin Adams,Adams_Kristin@hotmail.com,887-506-7287,************4512
Resort Hotel,0,11,2016,January,4,18,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,86.0,0,Transient,38.0,0,0,Check-Out,2016-01-21,Ian Watts,IWatts@aol.com,428-615-8795,************2905
Resort Hotel,0,26,2016,February,8,15,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,,86.0,0,Transient,38.0,0,0,Check-Out,2016-02-17,Jason Cox,Jason_Cox53@yandex.com,757-210-7518,************1134
Resort Hotel,0,5,2016,April,17,19,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,,86.0,0,Transient,59.0,0,0,Check-Out,2016-04-22,Samuel Howell,Howell.Samuel@yahoo.com,424-848-3899,************3295
Resort Hotel,1,18,2016,September,39,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,,86.0,0,Transient,126.0,0,0,Canceled,2016-09-13,Michael Rodriguez,MRodriguez@xfinity.com,284-769-2169,************3808
Resort Hotel,0,6,2016,October,43,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,4,A,E,0,No Deposit,,86.0,0,Transient,45.0,0,0,Check-Out,2016-10-21,Scott Wilson,Scott_W@att.com,596-987-7013,************6839
Resort Hotel,0,6,2016,November,48,22,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,5,A,E,0,No Deposit,,86.0,0,Transient,30.0,0,0,Check-Out,2016-11-24,Jennifer Holden,Holden.Jennifer@yahoo.com,635-247-6638,************8841
Resort Hotel,0,4,2016,December,52,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,6,A,A,2,No Deposit,,86.0,0,Transient,39.0,0,0,Check-Out,2016-12-21,Glenn Caldwell,Glenn.C@protonmail.com,709-232-6479,************1207
Resort Hotel,0,13,2017,January,4,24,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,7,A,D,0,No Deposit,,86.0,0,Transient,35.0,0,0,Check-Out,2017-01-26,Lori Larson,Larson.Lori@protonmail.com,710-120-4555,************7335
Resort Hotel,0,7,2017,April,16,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,8,A,A,0,No Deposit,,86.0,0,Transient,45.0,0,0,Check-Out,2017-04-20,John Keller,Keller_John@yahoo.com,876-868-3404,************2995
Resort Hotel,0,26,2017,May,20,16,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,9,A,H,0,No Deposit,,86.0,0,Transient,45.0,0,0,Check-Out,2017-05-18,Erica Martinez,Martinez_Erica50@verizon.com,677-855-4138,************1097
Resort Hotel,0,355,2015,September,37,12,2,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,112.5,0,0,Check-Out,2015-09-20,Amanda Banks,Banks_Amanda@yahoo.com,359-588-5861,************6798
Resort Hotel,0,0,2015,September,39,21,1,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,F,3,No Deposit,,,0,Transient,129.0,1,0,Check-Out,2015-09-24,Mercedes Lam,Lam.Mercedes@zoho.com,844-597-1864,************2864
Resort Hotel,0,0,2015,September,39,23,0,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,98.0,1,0,Check-Out,2015-09-24,Mark Daniel,Mark.D@mail.com,227-466-3498,************6955
Resort Hotel,0,21,2015,September,39,23,0,1,2,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,,110.0,0,Transient-Party,108.65,0,0,Check-Out,2015-09-24,Shannon Kline,Kline_Shannon@xfinity.com,648-959-9581,************9654
Resort Hotel,0,21,2015,September,39,23,0,1,2,0.0,0,HB,DEU,Corporate,Corporate,0,0,0,A,C,2,No Deposit,,110.0,0,Transient-Party,108.65,0,0,Check-Out,2015-09-24,Paige Nichols,Paige.N@zoho.com,526-231-8192,************7696
Resort Hotel,0,241,2015,September,39,20,2,4,2,0.0,0,BB,PRT,Direct,Corporate,0,0,0,A,H,0,No Deposit,,246.0,0,Transient,74.0,0,0,Check-Out,2015-09-26,Eric Martin,Eric_M19@zoho.com,448-200-2122,************6787
Resort Hotel,0,0,2016,April,16,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,3,A,F,0,No Deposit,,,0,Transient,95.0,1,0,Check-Out,2016-04-15,William Hall,WHall@xfinity.com,780-728-7263,************9311
Resort Hotel,1,272,2015,September,40,30,0,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,2,No Deposit,,,0,Transient-Party,41.0,0,0,Canceled,2015-09-28,Stephen Wright,Stephen_Wright@outlook.com,391-579-6988,************9222
Resort Hotel,1,272,2015,September,40,30,0,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,,,0,Transient-Party,41.0,0,0,Canceled,2015-09-28,Jaime Thompson,Jaime_Thompson@zoho.com,208-466-6761,************5172
Resort Hotel,1,272,2015,September,40,30,0,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,,,0,Transient-Party,41.0,0,0,Canceled,2015-09-28,Lauren Nelson,LNelson@att.com,526-352-4404,************4288
Resort Hotel,1,272,2015,September,40,30,0,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,,,0,Transient-Party,41.0,0,0,Canceled,2015-09-28,Alexis Boyd,Boyd.Alexis76@zoho.com,906-043-5986,************8470
Resort Hotel,0,0,2015,September,40,28,1,0,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,E,1,No Deposit,,,0,Transient,94.0,1,0,Check-Out,2015-09-29,Zachary Bates,Zachary.Bates@yandex.com,650-184-5785,************7629
Resort Hotel,0,0,2015,September,40,28,1,0,2,1.0,0,BB,AUS,Direct,Direct,0,0,0,A,G,0,No Deposit,,,0,Transient,131.0,1,1,Check-Out,2015-09-29,Sarah Thomas,Thomas.Sarah@xfinity.com,379-408-7056,************6844
Resort Hotel,0,3,2015,October,40,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,28.0,0,Transient-Party,48.0,0,0,Check-Out,2015-10-02,Jennifer Davis,Jennifer_Davis44@comcast.net,133-136-5359,************3437
Resort Hotel,0,0,2015,October,40,1,0,1,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,G,3,No Deposit,,,0,Transient-Party,120.0,1,2,Check-Out,2015-10-02,Zachary Sampson,Zachary.S31@zoho.com,279-598-0945,************7341
Resort Hotel,0,0,2015,October,40,1,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,A,G,0,No Deposit,,,0,Transient,116.0,1,0,Check-Out,2015-10-02,Sarah Clark DVM,DVM_Sarah@protonmail.com,634-773-6617,************9839
Resort Hotel,0,0,2015,October,40,3,0,0,2,0.0,0,BB,ESP,Direct,Direct,1,0,0,A,C,0,No Deposit,,,0,Transient,0.0,1,0,Check-Out,2015-10-03,Harold Hernandez,Harold_H79@outlook.com,219-593-7212,************6212
Resort Hotel,0,0,2015,October,41,5,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,47.0,1,0,Check-Out,2015-10-06,Lisa Bailey,Lisa_B@zoho.com,117-025-0903,************9421
Resort Hotel,0,0,2015,October,41,4,2,0,1,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,47.0,0,0,Check-Out,2015-10-06,Cynthia Strickland,Cynthia_Strickland@gmail.com,527-959-5560,************9446
Resort Hotel,0,0,2015,October,41,5,1,0,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,,,0,Transient,67.0,0,0,Check-Out,2015-10-06,Michelle Freeman,MichelleFreeman51@gmail.com,329-276-8094,************2630
Resort Hotel,0,1,2015,October,41,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,,,0,Transient-Party,55.0,0,1,Check-Out,2015-10-07,Nicole Schwartz,NicoleSchwartz@hotmail.com,505-617-9415,************9384
Resort Hotel,0,1,2015,October,41,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,1,1,Check-Out,2015-10-07,Joseph Lam,Joseph.L89@att.com,782-484-2633,************4132
Resort Hotel,0,7,2015,October,41,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,319.0,0,Transient,81.0,0,0,Check-Out,2015-10-08,Gary Valentine,Valentine.Gary@aol.com,934-864-6282,************4515
Resort Hotel,0,3,2016,November,48,20,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,319.0,0,Transient,52.8,0,0,Check-Out,2016-11-21,Pedro Green,Pedro.G@protonmail.com,537-471-0936,************1356
Resort Hotel,0,21,2015,October,41,7,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,47.0,0,1,Check-Out,2015-10-09,Gregory Olson,Olson.Gregory@protonmail.com,740-899-8792,************8515
Resort Hotel,0,0,2015,October,41,5,1,3,2,0.0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,174.0,0,Transient-Party,109.0,0,0,Check-Out,2015-10-09,Natalie Reid,Natalie_R39@att.com,517-893-5384,************3755
Resort Hotel,0,0,2015,October,41,5,1,3,2,0.0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,174.0,0,Transient-Party,109.0,0,0,Check-Out,2015-10-09,Tony Ramirez,Tony_R@protonmail.com,594-625-4252,************8067
Resort Hotel,0,0,2015,October,41,5,1,3,2,0.0,0,FB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,109.0,0,0,Check-Out,2015-10-09,Steve Hood,Hood.Steve48@protonmail.com,462-073-5171,************3391
Resort Hotel,0,0,2015,October,41,5,1,3,2,0.0,0,FB,PRT,Corporate,Corporate,0,0,0,A,H,0,No Deposit,,174.0,0,Transient-Party,109.0,0,0,Check-Out,2015-10-09,Sergio Johnson,Sergio_Johnson@hotmail.com,716-004-4416,************8425
Resort Hotel,0,0,2015,October,41,5,1,3,1,0.0,0,FB,PRT,Corporate,Corporate,0,0,0,A,H,1,No Deposit,,174.0,0,Transient-Party,76.0,1,0,Check-Out,2015-10-09,Adam Moore,AdamMoore@comcast.net,640-207-0215,************9191
Resort Hotel,0,1,2015,October,41,6,0,3,1,0.0,0,FB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,76.0,0,0,Check-Out,2015-10-09,Mark Mercer,MMercer@yandex.com,861-522-8325,************1376
Resort Hotel,0,0,2015,October,41,5,1,3,2,0.0,0,FB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,174.0,0,Transient-Party,109.0,0,0,Check-Out,2015-10-09,John Caldwell,John_C@outlook.com,646-690-2474,************5583
Resort Hotel,0,16,2015,October,41,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,274.0,0,Transient-Party,48.0,0,0,Check-Out,2015-10-10,Melissa Drake,Melissa.Drake67@att.com,879-941-5058,************9043
Resort Hotel,0,7,2015,October,44,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,274.0,0,Transient,48.0,0,0,Check-Out,2015-10-30,Kristen Scott,Scott_Kristen@aol.com,703-144-7188,************3803
Resort Hotel,0,0,2015,November,47,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,,274.0,0,Transient,38.0,0,0,Check-Out,2015-11-19,Tina Howell,Tina.Howell68@gmail.com,267-188-2808,************4444
Resort Hotel,0,0,2016,January,3,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,,274.0,0,Transient,38.0,0,0,Check-Out,2016-01-13,Chad Moore,Moore.Chad67@yahoo.com,433-148-5443,************7242
Resort Hotel,0,0,2016,April,17,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,274.0,0,Transient,58.5,0,0,Check-Out,2016-04-21,Allison Stout,AllisonStout@verizon.com,513-285-8611,************8025
Resort Hotel,0,3,2017,March,10,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,274.0,0,Transient,35.0,0,0,Check-Out,2017-03-10,Carolyn Conner,Carolyn_Conner@att.com,192-875-7792,************1843
Resort Hotel,0,43,2015,October,41,7,0,4,3,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,,0,Contract,80.0,0,1,Check-Out,2015-10-11,Douglas Wright,Douglas.Wright@outlook.com,562-257-4991,************1140
Resort Hotel,0,31,2015,October,41,6,0,5,3,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,,0,Transient,80.0,0,0,Check-Out,2015-10-11,Travis Jordan,Travis_J58@comcast.net,189-712-7053,************3431
Resort Hotel,0,7,2015,October,41,9,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,,,0,Contract,50.0,0,1,Check-Out,2015-10-11,Samantha Joseph,SamanthaJoseph@hotmail.com,790-153-7857,************5903
Resort Hotel,0,17,2015,October,41,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,274.0,0,Transient,48.0,0,0,Check-Out,2015-10-11,Garrett Torres,GTorres98@gmail.com,233-020-1445,************5910
Resort Hotel,0,16,2015,October,41,9,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,274.0,0,Transient-Party,48.0,0,0,Check-Out,2015-10-11,Timothy Henry,TimothyHenry@zoho.com,603-639-2269,************8410
Resort Hotel,0,7,2015,October,44,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,274.0,0,Transient,48.0,0,0,Check-Out,2015-10-30,Casey Valdez,CValdez@att.com,163-235-6288,************1719
Resort Hotel,0,44,2015,October,41,8,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,,0,Contract,50.0,0,0,Check-Out,2015-10-11,Carrie Smith,Carrie_Smith34@verizon.com,855-862-9572,************1172
Resort Hotel,0,33,2015,October,41,8,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,,0,Transient,56.0,1,0,Check-Out,2015-10-11,Rachel Thompson,Thompson_Rachel@zoho.com,539-976-8924,************6665
Resort Hotel,0,33,2015,October,41,8,0,3,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient,67.5,0,0,Check-Out,2015-10-11,Wendy Reyes,Reyes.Wendy@aol.com,653-911-0487,************8578
Resort Hotel,0,0,2015,October,42,11,1,0,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,62.0,1,0,Check-Out,2015-10-12,Christina Johnson,Christina.J41@gmail.com,862-241-8546,************4704
Resort Hotel,0,1,2015,October,42,11,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,50.4,0,0,Check-Out,2015-10-12,Jonathan Meyers,Meyers.Jonathan72@yahoo.com,370-200-1260,************3521
Resort Hotel,1,287,2015,October,42,15,1,3,2,0.0,0,BB,GBR,Groups,Corporate,0,1,0,A,I,1,No Deposit,,223.0,0,Transient-Party,44.5,0,0,Canceled,2015-10-12,Jeremy Flores,Jeremy_Flores15@gmail.com,393-635-1416,************2594
Resort Hotel,0,0,2015,October,42,12,0,0,2,1.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,I,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-10-12,Lisa Simpson,Lisa_S@yahoo.com,997-756-3122,************6304
